ticket_id,order_id,ticket_status,message,channel
T500425,O200233,closed,Where is my order O200233?? It is 2 weeks late!!!,phone
T500426,O205883,open,"Order O205883 arrived damaged, the zip is broken",phone
T500427,O208253,Open,"Order O208253 arrived damaged, the zip is broken",chat
T500428,O214935,open,"Order O214935 arrived damaged, the zip is broken",email
T500429,O216628,open,"Order O216628 arrived damaged, the zip is broken",email
T500430,O212850,pending,  RETURN REQUEST: item not as described  ,email
T500431,O211160,Open,Can I change the delivery address for O211160?,phone
T500432,O212552,pending,"Great service, jacket fits perfectly. thanks",email
T500433,O222752,pending,"the tent O222752 leaked on first use, very disappointed",phone
T500434,O210767,closed,  RETURN REQUEST: item not as described  ,chat
T500435,O219950,closed,  RETURN REQUEST: item not as described  ,email
T500436,O224333,open,"Great service, jacket fits perfectly. thanks",email
T500437,O210722,closed,Can I change the delivery address for O210722?,email
T500438,O221066,Open,  RETURN REQUEST: item not as described  ,phone
T500439,O206353,pending,  RETURN REQUEST: item not as described  ,phone
T500440,,Open,  RETURN REQUEST: item not as described  ,email
T500441,O208793,closed,Where is my order O208793?? It is 2 weeks late!!!,email
T500442,O218962,pending,"I want a refund for O218962, wrong size delivered",email
T500443,O224671,closed,"Cancel order O224671 please, ordered by mistake",chat
T500444,O215299,pending,Can I change the delivery address for O215299?,email
T500445,O213155,open,  RETURN REQUEST: item not as described  ,phone
T500446,,pending,  RETURN REQUEST: item not as described  ,phone
T500447,O215584,pending,"I want a refund for O215584, wrong size delivered",chat
T500448,,closed,"I want a refund for O208946, wrong size delivered",email
T500449,O220729,open,"Great service, jacket fits perfectly. thanks",email
T500450,O206040,closed,  RETURN REQUEST: item not as described  ,chat
T500451,O225391,pending,"Order O225391 arrived damaged, the zip is broken",phone
T500452,O206156,Open,"the tent O206156 leaked on first use, very disappointed",email
T500453,,closed,  RETURN REQUEST: item not as described  ,chat
T500454,O223533,pending,"Great service, jacket fits perfectly. thanks",email
T500455,O200969,open,  RETURN REQUEST: item not as described  ,email
T500456,O225641,Open,  RETURN REQUEST: item not as described  ,chat
T500457,O219258,closed,"Order O219258 arrived damaged, the zip is broken",email
T500458,O223812,closed,  RETURN REQUEST: item not as described  ,chat
T500459,O201207,open,Can I change the delivery address for O201207?,chat
T500460,O220962,Open,Can I change the delivery address for O220962?,phone
T500461,O221574,closed,Where is my order O221574?? It is 2 weeks late!!!,phone
T500462,O216570,Open,"the tent O216570 leaked on first use, very disappointed",phone
T500463,O222969,open,"the tent O222969 leaked on first use, very disappointed",phone
T500464,O223060,pending,Can I change the delivery address for O223060?,phone
T500465,O219543,open,"Order O219543 arrived damaged, the zip is broken",chat
T500466,O203457,pending,"Great service, jacket fits perfectly. thanks",phone
T500467,O220064,open,"I want a refund for O220064, wrong size delivered",chat
T500468,O220195,open,"Cancel order O220195 please, ordered by mistake",phone
T500469,,pending,"Great service, jacket fits perfectly. thanks",email
T500470,O211925,closed,"Order O211925 arrived damaged, the zip is broken",phone
T500471,,Open,Can I change the delivery address for O201034?,email
T500472,O201871,closed,"the tent O201871 leaked on first use, very disappointed",chat
T500473,,open,Can I change the delivery address for O215919?,email
T500474,O208845,closed,"the tent O208845 leaked on first use, very disappointed",phone
T500475,O206748,open,"Great service, jacket fits perfectly. thanks",chat
T500476,O211306,Open,Can I change the delivery address for O211306?,email
T500477,O204724,open,"Order O204724 arrived damaged, the zip is broken",chat
T500478,O224040,open,Can I change the delivery address for O224040?,email
T500479,O225328,open,Where is my order O225328?? It is 2 weeks late!!!,chat
T500480,,pending,"Cancel order O219952 please, ordered by mistake",email
T500481,O222906,pending,"Cancel order O222906 please, ordered by mistake",email
T500482,O206890,open,"Cancel order O206890 please, ordered by mistake",phone
T500483,O212664,Open,"Cancel order O212664 please, ordered by mistake",chat
T500484,O201695,open,"Order O201695 arrived damaged, the zip is broken",email
T500485,O219222,pending,"the tent O219222 leaked on first use, very disappointed",chat
T500486,O208165,open,Where is my order O208165?? It is 2 weeks late!!!,email
T500487,O204717,Open,"Great service, jacket fits perfectly. thanks",chat
T500488,O214847,closed,"the tent O214847 leaked on first use, very disappointed",phone
T500489,O219470,Open,"the tent O219470 leaked on first use, very disappointed",email
T500490,O201373,Open,Where is my order O201373?? It is 2 weeks late!!!,chat
T500491,O214784,closed,"I want a refund for O214784, wrong size delivered",email
T500492,O223947,Open,"Great service, jacket fits perfectly. thanks",phone
T500493,O222948,open,Where is my order O222948?? It is 2 weeks late!!!,chat
T500494,O208505,open,"Cancel order O208505 please, ordered by mistake",email
T500495,O210732,closed,"Great service, jacket fits perfectly. thanks",phone
T500496,O219347,open,Where is my order O219347?? It is 2 weeks late!!!,email
T500497,O216899,open,"I want a refund for O216899, wrong size delivered",phone
T500498,O202170,Open,"I want a refund for O202170, wrong size delivered",phone
T500499,O206245,pending,"Great service, jacket fits perfectly. thanks",chat
T500500,,pending,"Cancel order O202164 please, ordered by mistake",chat
T500501,O204854,open,"Order O204854 arrived damaged, the zip is broken",phone
T500502,O201458,open,"Order O201458 arrived damaged, the zip is broken",chat
T500503,O220206,open,"Great service, jacket fits perfectly. thanks",phone
T500504,O222696,closed,"the tent O222696 leaked on first use, very disappointed",chat
T500505,O215233,Open,Where is my order O215233?? It is 2 weeks late!!!,phone
T500506,O203903,pending,  RETURN REQUEST: item not as described  ,phone
T500507,O215420,closed,"Cancel order O215420 please, ordered by mistake",email
T500508,O209371,pending,"Order O209371 arrived damaged, the zip is broken",phone
T500509,,closed,"I want a refund for O213654, wrong size delivered",email
T500510,O200971,open,Can I change the delivery address for O200971?,email
T500511,O203115,closed,"I want a refund for O203115, wrong size delivered",chat
T500512,O208494,Open,Can I change the delivery address for O208494?,phone
T500513,O218634,open,"the tent O218634 leaked on first use, very disappointed",phone
T500514,O220379,closed,"Cancel order O220379 please, ordered by mistake",phone
T500515,O206774,pending,Can I change the delivery address for O206774?,phone
T500516,O206924,pending,"Great service, jacket fits perfectly. thanks",phone
T500517,,Open,"I want a refund for O216541, wrong size delivered",email
T500518,O208613,Open,"I want a refund for O208613, wrong size delivered",email
T500519,O207119,open,"I want a refund for O207119, wrong size delivered",phone
T500520,O209645,closed,"Great service, jacket fits perfectly. thanks",email
T500521,O225583,open,Where is my order O225583?? It is 2 weeks late!!!,phone
T500522,O203531,Open,"Order O203531 arrived damaged, the zip is broken",chat
T500523,,Open,  RETURN REQUEST: item not as described  ,chat
T500524,O208308,pending,"the tent O208308 leaked on first use, very disappointed",phone
T500525,,open,"Cancel order O225375 please, ordered by mistake",email
T500526,,closed,"Great service, jacket fits perfectly. thanks",chat
T500527,O219646,pending,"Order O219646 arrived damaged, the zip is broken",phone
T500528,O204992,Open,Can I change the delivery address for O204992?,email
T500529,O201938,Open,"Cancel order O201938 please, ordered by mistake",chat
T500530,O225729,open,Can I change the delivery address for O225729?,email
T500531,O212495,pending,"I want a refund for O212495, wrong size delivered",email
T500532,,closed,"the tent O220285 leaked on first use, very disappointed",phone
T500533,O216773,open,"Order O216773 arrived damaged, the zip is broken",phone
T500534,O203157,open,"Great service, jacket fits perfectly. thanks",phone
T500535,O201059,closed,Where is my order O201059?? It is 2 weeks late!!!,phone
T500536,O211054,pending,"Great service, jacket fits perfectly. thanks",chat
T500537,O223250,pending,Can I change the delivery address for O223250?,chat
T500538,O204058,closed,"Great service, jacket fits perfectly. thanks",phone
T500539,O205305,Open,"I want a refund for O205305, wrong size delivered",email
T500540,O211046,Open,"the tent O211046 leaked on first use, very disappointed",email
T500541,O205742,closed,  RETURN REQUEST: item not as described  ,email
T500542,O210749,closed,"I want a refund for O210749, wrong size delivered",email
T500543,O210947,closed,"Order O210947 arrived damaged, the zip is broken",chat
T500544,O222621,open,"Cancel order O222621 please, ordered by mistake",email
T500545,O214006,closed,  RETURN REQUEST: item not as described  ,email
T500546,O220678,closed,Can I change the delivery address for O220678?,email
T500547,O211154,closed,"I want a refund for O211154, wrong size delivered",phone
T500548,O204149,Open,"I want a refund for O204149, wrong size delivered",phone
T500549,O200606,pending,"Order O200606 arrived damaged, the zip is broken",chat
T500550,O212699,closed,"the tent O212699 leaked on first use, very disappointed",chat
T500551,O216888,open,"Great service, jacket fits perfectly. thanks",chat
T500552,O210954,Open,"Great service, jacket fits perfectly. thanks",email
T500553,,open,  RETURN REQUEST: item not as described  ,email
T500554,O201359,open,"Order O201359 arrived damaged, the zip is broken",chat
T500555,O215824,Open,  RETURN REQUEST: item not as described  ,chat
T500556,O225283,pending,"Cancel order O225283 please, ordered by mistake",phone
T500557,O219958,closed,"Order O219958 arrived damaged, the zip is broken",phone
T500558,O220231,Open,"Order O220231 arrived damaged, the zip is broken",chat
T500559,O224340,closed,"the tent O224340 leaked on first use, very disappointed",email
T500560,O219636,closed,  RETURN REQUEST: item not as described  ,chat
T500561,O224977,pending,"I want a refund for O224977, wrong size delivered",phone
T500562,O204415,open,"Cancel order O204415 please, ordered by mistake",email
T500563,,open,  RETURN REQUEST: item not as described  ,email
T500564,O211884,closed,Can I change the delivery address for O211884?,chat
T500565,O213065,closed,"Order O213065 arrived damaged, the zip is broken",email
T500566,,pending,"the tent O205547 leaked on first use, very disappointed",phone
T500567,O202124,closed,  RETURN REQUEST: item not as described  ,phone
T500568,O203604,open,  RETURN REQUEST: item not as described  ,phone
T500569,O222726,open,  RETURN REQUEST: item not as described  ,email
T500570,O205618,open,Can I change the delivery address for O205618?,phone
T500571,O225385,closed,Where is my order O225385?? It is 2 weeks late!!!,phone
T500572,O204232,Open,Can I change the delivery address for O204232?,phone
T500573,O207938,Open,Can I change the delivery address for O207938?,phone
T500574,O208930,open,Where is my order O208930?? It is 2 weeks late!!!,email
T500575,O220067,open,"Great service, jacket fits perfectly. thanks",chat
T500576,O223982,Open,"Cancel order O223982 please, ordered by mistake",email
T500577,O201544,closed,  RETURN REQUEST: item not as described  ,email
T500578,O213462,Open,"Great service, jacket fits perfectly. thanks",chat
T500579,O213377,Open,Can I change the delivery address for O213377?,phone
T500580,O202035,pending,"Cancel order O202035 please, ordered by mistake",phone
T500581,O220909,pending,  RETURN REQUEST: item not as described  ,email
T500582,O201997,open,Can I change the delivery address for O201997?,phone
T500583,,Open,"Order O203570 arrived damaged, the zip is broken",email
T500584,O224911,pending,Where is my order O224911?? It is 2 weeks late!!!,email
T500585,O209784,pending,"Great service, jacket fits perfectly. thanks",phone
