show_id,type,title,country,release_year,rating,duration,date_added,listed_in
s310,TV Show,Title 310,us,1976,TV-MA,144 min,"December 26, 2018",Action & Adventure
s311,Movie,Title 311,,1960,TV-14,91 min,"January 07, 2016","Kids' TV, Children"
s312,Movie,Title 312,Japan,1991,PG,6 Seasons,"August 25, 2022","Kids' TV, Children"
s313,Movie,Title 313,United States,2014,TV-14,8 Seasons,"September 11, 2022","Dramas, International"
s314,TV Show,Title 314,United Kingdom,2024,PG-13,7 Seasons,"May 29, 2012","Dramas, International"
s315,Movie,Title 315,Japan,2000,TV-PG,3 Seasons,"February 03, 2014","Dramas, International"
s316,TV Show,Title 316,United Kingdom,1994,TV-MA,7 Seasons,"June 30, 2022",Comedies
s317,movie,Title 317,Japan,2016,TV-PG,8 Seasons,"July 17, 2015",Comedies
s318,Movie,Title 318,us,1988,PG-13,7 Seasons,"November 25, 2008",Action & Adventure
s319,Movie,Title 319,Japan,2014,TV-MA,6 Seasons,"April 20, 2014","Dramas, International"
s320,TV Show,Title 320,South Korea,2017,PG,1 Seasons,"April 20, 2019",Documentaries
s321,tv show,Title 321,South Korea,2012,R,144 min,"November 03, 2010","Kids' TV, Children"
s322,Movie,Title 322,United Kingdom,1958,TV-MA,179 min,"August 28, 2013",Comedies
s323,TV Show,Title 323,us,1972,PG,101 min,"January 31, 2017",Documentaries
s324,TV Show,Title 324,United States,1959,TV-PG,130 min,"August 14, 2016","Kids' TV, Children"
s325,movie,Title 325,,1987,TV-14,97 min,"September 24, 2015",Action & Adventure
s326,Movie,Title 326,United States,2010,TV-MA,131 min,"October 28, 2013","Dramas, International"
s327,Movie,Title 327,us,2019,R,96 min,"September 21, 2010",Comedies
s328,tv show,Title 328,South Korea,2020,TV-14,5 Seasons,"April 27, 2009","Kids' TV, Children"
s329,Movie,Title 329,South Korea,1959,TV-PG,111 min,"May 25, 2015",Comedies
s330,Movie,Title 330,,1958,PG-13,3 Seasons,"September 23, 2010",Comedies
s331,Movie,Title 331,South Korea,1992,PG-13,6 Seasons,"January 01, 2024",Comedies
s332,Movie,Title 332,United States,1956,TV-MA,3 Seasons,"March 18, 2024","Kids' TV, Children"
s333,TV Show,Title 333,,2011,TV-MA,123 min,"August 06, 2008","Kids' TV, Children"
s334,Movie,Title 334,Japan,1955,nan,165 min,"November 01, 2014","Kids' TV, Children"
s335,movie,Title 335,,1991,PG,8 Seasons,"December 11, 2012","Kids' TV, Children"
s336,Movie,Title 336,,1995,nan,132 min,"August 11, 2023","Kids' TV, Children"
s337,TV Show,Title 337,us,1984,TV-MA,160 min,"May 24, 2008",Comedies
s338,Movie,Title 338,Japan,1964,nan,8 Seasons,"July 15, 2016",Action & Adventure
s339,Movie,Title 339,,2011,PG,90 min,"October 08, 2022",Comedies
s340,Movie,Title 340,India,1994,TV-14,2 Seasons,"October 07, 2022",Action & Adventure
s341,Movie,Title 341,Japan,2007,PG,3 Seasons,"August 14, 2014","Dramas, International"
s342,Movie,Title 342,United Kingdom,2001,TV-PG,130 min,"April 23, 2015","Dramas, International"
s343,TV Show,Title 343,United Kingdom,1991,R,73 min,"March 04, 2015",Comedies
s344,Movie,Title 344,India,1956,PG-13,132 min,"April 13, 2024",Documentaries
s345,Movie,Title 345,us,1986,nan,93 min,"June 21, 2017","Kids' TV, Children"
s346,tv show,Title 346,United States,2015,PG-13,64 min,"November 05, 2015",Action & Adventure
s347,TV Show,Title 347,Japan,1970,TV-PG,61 min,"October 18, 2009","Kids' TV, Children"
s348,movie,Title 348,South Korea,1972,PG,6 Seasons,"March 31, 2012",Comedies
s349,Movie,Title 349,us,2017,TV-MA,4 Seasons,"December 24, 2008",Action & Adventure
s350,Movie,Title 350,,1993,TV-MA,4 Seasons,"November 21, 2010",Action & Adventure
s351,Movie,Title 351,us,1998,TV-MA,103 min,"May 29, 2018",Documentaries
s352,Movie,Title 352,United States,1979,TV-MA,111 min,"March 07, 2009",Documentaries
s353,Movie,Title 353,us,1973,R,5 Seasons,"June 21, 2021",Comedies
s354,Movie,Title 354,South Korea,1979,nan,2 Seasons,"October 21, 2009",Action & Adventure
s355,Movie,Title 355,South Korea,2022,PG,8 Seasons,"November 12, 2019","Kids' TV, Children"
s356,Movie,Title 356,South Korea,1983,PG-13,131 min,"March 16, 2019","Kids' TV, Children"
s357,TV Show,Title 357,India,1994,PG,2 Seasons,"May 07, 2011",Documentaries
s358,Movie,Title 358,,1955,TV-PG,140 min,"December 16, 2013",Comedies
s359,Movie,Title 359,us,2015,TV-MA,106 min,"March 16, 2015","Dramas, International"
s360,TV Show,Title 360,India,1985,PG-13,167 min,"May 09, 2022",Action & Adventure
s361,Movie,Title 361,,2007,TV-PG,8 Seasons,"April 30, 2009",Comedies
s362,Movie,Title 362,India,1973,TV-MA,7 Seasons,"April 02, 2011","Dramas, International"
s363,Movie,Title 363,us,1999,R,146 min,"November 30, 2013",Comedies
s364,Movie,Title 364,us,1980,R,8 Seasons,"May 05, 2023",Action & Adventure
s365,TV Show,Title 365,us,1977,R,4 Seasons,"November 24, 2018","Kids' TV, Children"
s366,Movie,Title 366,Japan,1966,TV-14,8 Seasons,"February 15, 2011","Kids' TV, Children"
s367,Movie,Title 367,,2004,PG,90 min,"April 26, 2019",Documentaries
s368,TV Show,Title 368,South Korea,1978,TV-MA,6 Seasons,"June 08, 2012",Action & Adventure
s369,TV Show,Title 369,India,1963,TV-PG,164 min,"December 01, 2014","Dramas, International"
s370,Movie,Title 370,South Korea,2003,TV-MA,93 min,"August 01, 2013",Action & Adventure
s371,Movie,Title 371,,2003,R,6 Seasons,"January 14, 2018",Action & Adventure
s372,Movie,Title 372,South Korea,2023,PG-13,124 min,"April 25, 2012",Documentaries
s373,tv show,Title 373,United Kingdom,2016,TV-PG,160 min,"September 03, 2023","Kids' TV, Children"
s374,movie,Title 374,,1968,TV-14,70 min,"October 26, 2014",Comedies
s375,Movie,Title 375,,1958,TV-MA,122 min,"July 01, 2011",Comedies
s376,tv show,Title 376,Japan,2015,PG-13,5 Seasons,"March 09, 2021",Action & Adventure
s377,Movie,Title 377,South Korea,2022,nan,4 Seasons,"November 13, 2023","Dramas, International"
s378,Movie,Title 378,United States,1998,nan,96 min,"March 03, 2009","Dramas, International"
s379,Movie,Title 379,Japan,1997,TV-MA,148 min,"February 27, 2019","Dramas, International"
s380,movie,Title 380,us,1962,TV-PG,124 min,"January 04, 2012",Documentaries
s381,Movie,Title 381,South Korea,1993,TV-PG,160 min,"February 05, 2023",Comedies
s382,Movie,Title 382,United States,1956,PG,7 Seasons,"November 14, 2008","Dramas, International"
s383,Movie,Title 383,us,2008,nan,7 Seasons,"March 07, 2011",Comedies
s384,Movie,Title 384,United States,2016,TV-14,1 Seasons,"September 25, 2020",Action & Adventure
s385,Movie,Title 385,,1956,TV-MA,145 min,"June 24, 2015",Action & Adventure
s386,Movie,Title 386,United States,1971,TV-PG,8 Seasons,"December 19, 2009",Documentaries
s387,TV Show,Title 387,South Korea,2024,TV-PG,7 Seasons,"March 18, 2018",Comedies
s388,TV Show,Title 388,United Kingdom,1962,PG,64 min,"May 15, 2016",Action & Adventure
s389,TV Show,Title 389,us,2010,TV-MA,1 Seasons,"August 02, 2019",Action & Adventure
s390,TV Show,Title 390,United Kingdom,2000,R,118 min,"April 06, 2022","Dramas, International"
s391,TV Show,Title 391,United Kingdom,2000,PG,158 min,"May 16, 2009",Comedies
s392,TV Show,Title 392,Japan,2004,TV-14,2 Seasons,"March 10, 2013",Documentaries
s393,TV Show,Title 393,United Kingdom,1974,R,117 min,"October 12, 2012",Comedies
s394,TV Show,Title 394,United States,2017,TV-14,1 Seasons,"November 24, 2009",Action & Adventure
s395,Movie,Title 395,,1988,PG,4 Seasons,"January 25, 2021","Kids' TV, Children"
s396,Movie,Title 396,United States,1990,PG-13,117 min,"May 17, 2012",Documentaries
s397,TV Show,Title 397,South Korea,2007,nan,4 Seasons,"November 03, 2021",Action & Adventure
s398,Movie,Title 398,Japan,1976,TV-14,3 Seasons,"June 09, 2023",Action & Adventure
s399,movie,Title 399,South Korea,1958,R,142 min,"January 30, 2014","Dramas, International"
s400,Movie,Title 400,Japan,1977,nan,1 Seasons,"July 24, 2009","Dramas, International"
s401,Movie,Title 401,Japan,1999,TV-MA,154 min,"April 23, 2019",Action & Adventure
s402,movie,Title 402,Japan,1969,R,158 min,"March 11, 2022",Comedies
s403,Movie,Title 403,South Korea,2009,PG-13,74 min,"April 22, 2021","Dramas, International"
s404,Movie,Title 404,,1999,PG,89 min,"December 24, 2009","Dramas, International"
s405,Movie,Title 405,,2002,TV-MA,5 Seasons,"March 28, 2018","Dramas, International"
s406,tv show,Title 406,Japan,2020,nan,172 min,"September 07, 2010",Action & Adventure
s407,Movie,Title 407,United Kingdom,1971,TV-MA,8 Seasons,"June 03, 2017",Action & Adventure
s408,TV Show,Title 408,us,1960,PG,133 min,"September 06, 2020",Comedies
s409,Movie,Title 409,United States,1979,PG,1 Seasons,"January 18, 2016","Dramas, International"
s410,TV Show,Title 410,,1982,TV-14,3 Seasons,"July 04, 2018",Action & Adventure
s411,TV Show,Title 411,United States,1955,PG-13,5 Seasons,"February 04, 2008",Documentaries
s412,TV Show,Title 412,United States,1979,PG-13,1 Seasons,"April 08, 2013",Action & Adventure
s413,movie,Title 413,India,2024,TV-PG,111 min,"May 31, 2017",Documentaries
s414,Movie,Title 414,India,1960,nan,162 min,"July 14, 2019","Dramas, International"
s415,Movie,Title 415,,2020,PG,1 Seasons,"February 28, 2023",Action & Adventure
s416,TV Show,Title 416,,1996,TV-MA,1 Seasons,"June 06, 2010",Action & Adventure
s417,TV Show,Title 417,India,2020,TV-14,152 min,"November 22, 2013","Dramas, International"
s418,Movie,Title 418,India,2023,TV-14,7 Seasons,"June 23, 2022","Kids' TV, Children"
s419,TV Show,Title 419,United Kingdom,1995,PG-13,175 min,"April 14, 2009",Documentaries
s420,Movie,Title 420,us,1974,PG,5 Seasons,"June 16, 2017","Kids' TV, Children"
s421,Movie,Title 421,Japan,2010,TV-PG,3 Seasons,"January 24, 2013",Documentaries
s422,TV Show,Title 422,India,2005,TV-PG,4 Seasons,"July 18, 2023","Dramas, International"
s423,Movie,Title 423,Japan,1994,nan,3 Seasons,"February 21, 2021",Documentaries
s424,TV Show,Title 424,us,2018,TV-PG,69 min,"October 15, 2017","Dramas, International"
s425,Movie,Title 425,United States,2018,PG,8 Seasons,"December 14, 2013",Action & Adventure
s426,movie,Title 426,,1973,TV-PG,4 Seasons,"May 24, 2017",Documentaries
s427,Movie,Title 427,United Kingdom,1964,TV-PG,105 min,"September 15, 2019","Kids' TV, Children"
s428,Movie,Title 428,Japan,2019,PG,61 min,"February 03, 2022",Action & Adventure
s429,TV Show,Title 429,India,1956,PG-13,100 min,"June 25, 2008",Action & Adventure
s430,Movie,Title 430,us,2007,PG-13,7 Seasons,"July 29, 2017","Dramas, International"
s431,TV Show,Title 431,Japan,2006,TV-PG,62 min,"July 30, 2012",Comedies
s432,Movie,Title 432,,2000,TV-MA,144 min,"June 04, 2009","Kids' TV, Children"
s433,Movie,Title 433,United States,1988,R,3 Seasons,"March 06, 2021",Documentaries
s434,Movie,Title 434,,1968,PG,2 Seasons,"January 18, 2018",Action & Adventure
s435,movie,Title 435,United States,1993,TV-PG,4 Seasons,"June 13, 2011","Kids' TV, Children"
s436,Movie,Title 436,Japan,1974,TV-MA,5 Seasons,"October 27, 2012","Dramas, International"
s437,Movie,Title 437,Japan,2015,PG,151 min,"June 18, 2014",Comedies
s438,TV Show,Title 438,us,1962,TV-PG,81 min,"June 24, 2018",Action & Adventure
s439,Movie,Title 439,India,1980,PG-13,156 min,"September 26, 2016","Dramas, International"
s440,Movie,Title 440,South Korea,2017,TV-MA,6 Seasons,"May 24, 2024",Documentaries
s441,Movie,Title 441,United Kingdom,1999,PG,139 min,"October 28, 2022",Documentaries
s442,Movie,Title 442,Japan,2011,TV-MA,82 min,"January 08, 2018","Dramas, International"
s443,Movie,Title 443,,1964,R,2 Seasons,"July 06, 2020",Action & Adventure
s444,TV Show,Title 444,South Korea,1961,nan,2 Seasons,"September 11, 2021",Action & Adventure
s445,Movie,Title 445,,1989,R,144 min,"April 17, 2009","Dramas, International"
s446,Movie,Title 446,Japan,1992,TV-14,3 Seasons,"October 26, 2013",Action & Adventure
s447,TV Show,Title 447,,2012,TV-PG,7 Seasons,"August 03, 2020",Action & Adventure
s448,TV Show,Title 448,South Korea,1969,PG,8 Seasons,"March 11, 2008",Action & Adventure
s449,Movie,Title 449,United States,1994,R,7 Seasons,"February 01, 2019",Comedies
s450,TV Show,Title 450,us,2008,TV-MA,158 min,"October 07, 2008",Comedies
s451,Movie,Title 451,United Kingdom,1987,PG,5 Seasons,"November 19, 2016",Documentaries
s452,TV Show,Title 452,Japan,1995,nan,4 Seasons,"April 19, 2008","Dramas, International"
s453,TV Show,Title 453,United States,2021,TV-PG,3 Seasons,"June 03, 2022",Comedies
s454,TV Show,Title 454,,2021,TV-MA,155 min,"July 31, 2011","Dramas, International"
s455,TV Show,Title 455,South Korea,2021,TV-MA,5 Seasons,"December 10, 2022","Dramas, International"
s456,Movie,Title 456,United States,2005,PG,103 min,"June 12, 2012","Dramas, International"
s457,Movie,Title 457,,1996,nan,4 Seasons,"October 28, 2016",Action & Adventure
s458,Movie,Title 458,,1962,TV-PG,2 Seasons,"April 12, 2013",Comedies
s459,TV Show,Title 459,South Korea,1979,TV-MA,74 min,"August 12, 2016","Dramas, International"
s460,Movie,Title 460,Japan,1981,PG-13,8 Seasons,"October 01, 2018",Comedies
s461,Movie,Title 461,South Korea,2009,PG,8 Seasons,"November 01, 2015",Action & Adventure
s462,TV Show,Title 462,,1995,TV-MA,64 min,"April 20, 2020","Dramas, International"
s463,Movie,Title 463,,1971,R,2 Seasons,"March 26, 2015",Comedies
s464,Movie,Title 464,,2018,TV-MA,7 Seasons,"August 17, 2020","Kids' TV, Children"
s465,TV Show,Title 465,United States,1960,PG-13,109 min,"June 15, 2015",Comedies
s466,Movie,Title 466,,1980,TV-MA,175 min,"May 08, 2020","Dramas, International"
s467,TV Show,Title 467,,1996,PG,8 Seasons,"October 06, 2010",Comedies
s468,TV Show,Title 468,South Korea,1968,TV-PG,1 Seasons,"January 16, 2022","Dramas, International"
s469,Movie,Title 469,us,1963,TV-14,5 Seasons,"January 01, 2014",Comedies
s470,TV Show,Title 470,United Kingdom,1974,R,163 min,"November 05, 2019",Comedies
s471,Movie,Title 471,,1970,PG,1 Seasons,"August 01, 2015",Comedies
s472,Movie,Title 472,us,1972,nan,7 Seasons,"July 17, 2015",Documentaries
s473,TV Show,Title 473,United Kingdom,1977,TV-MA,93 min,"September 09, 2008",Action & Adventure
s474,Movie,Title 474,South Korea,1965,PG,65 min,"October 15, 2014",Action & Adventure
s475,Movie,Title 475,,1989,TV-PG,138 min,"November 05, 2016","Kids' TV, Children"
s476,TV Show,Title 476,United Kingdom,1979,PG,4 Seasons,"May 03, 2009","Dramas, International"
s477,TV Show,Title 477,United States,1984,R,84 min,"January 05, 2011",Comedies
s478,Movie,Title 478,,1972,TV-14,91 min,"March 21, 2008","Dramas, International"
s479,Movie,Title 479,India,2005,TV-PG,149 min,"April 02, 2021","Dramas, International"
s480,Movie,Title 480,United Kingdom,1990,TV-14,106 min,"January 29, 2022","Dramas, International"
s481,Movie,Title 481,United States,1994,TV-PG,162 min,"July 07, 2020","Dramas, International"
s482,Movie,Title 482,United Kingdom,2017,nan,4 Seasons,"June 11, 2010",Comedies
s483,Movie,Title 483,South Korea,2006,PG,67 min,"January 05, 2021","Kids' TV, Children"
s484,tv show,Title 484,India,2021,nan,107 min,"March 13, 2022","Kids' TV, Children"
s485,Movie,Title 485,,1958,PG-13,79 min,"January 15, 2009","Dramas, International"
s486,Movie,Title 486,India,1966,R,1 Seasons,"July 24, 2014",Action & Adventure
s487,Movie,Title 487,India,2012,PG,168 min,"July 05, 2021",Comedies
s488,Movie,Title 488,us,1994,TV-PG,3 Seasons,"December 25, 2008","Kids' TV, Children"
s489,movie,Title 489,India,2024,PG,8 Seasons,"September 27, 2019","Kids' TV, Children"
s490,TV Show,Title 490,India,2002,TV-PG,3 Seasons,"August 14, 2021","Kids' TV, Children"
s491,Movie,Title 491,India,2013,TV-14,177 min,"July 07, 2009",Action & Adventure
s492,Movie,Title 492,,1965,TV-14,137 min,"September 26, 2019",Comedies
s493,TV Show,Title 493,India,1960,TV-MA,2 Seasons,"May 06, 2019","Dramas, International"
s494,Movie,Title 494,South Korea,1992,TV-14,6 Seasons,"May 21, 2024",Action & Adventure
s495,TV Show,Title 495,,1992,PG,1 Seasons,"March 06, 2009","Kids' TV, Children"
s496,Movie,Title 496,United States,1969,TV-PG,150 min,"November 24, 2016",Documentaries
s497,TV Show,Title 497,United Kingdom,2016,TV-14,4 Seasons,"March 30, 2015","Kids' TV, Children"
s498,Movie,Title 498,United States,1980,nan,136 min,"April 12, 2023",Comedies
s499,Movie,Title 499,India,1985,nan,69 min,"February 28, 2015",Documentaries
s500,Movie,Title 500,United States,1977,nan,167 min,"April 25, 2016",Action & Adventure
s501,Movie,Title 501,United Kingdom,1990,R,2 Seasons,"January 24, 2009","Dramas, International"
s502,TV Show,Title 502,South Korea,2012,PG-13,126 min,"April 18, 2012",Documentaries
s503,TV Show,Title 503,South Korea,1986,PG,66 min,"July 25, 2020",Comedies
s504,Movie,Title 504,United States,1971,TV-MA,3 Seasons,"August 03, 2014",Action & Adventure
s505,TV Show,Title 505,United Kingdom,2001,R,173 min,"July 05, 2021",Action & Adventure
s506,Movie,Title 506,Japan,1992,PG-13,64 min,"November 03, 2018",Comedies
s507,Movie,Title 507,,1968,TV-MA,1 Seasons,"May 18, 2014","Kids' TV, Children"
s508,Movie,Title 508,United Kingdom,1995,TV-MA,147 min,"August 13, 2022","Kids' TV, Children"
s509,Movie,Title 509,us,1971,TV-MA,4 Seasons,"May 01, 2019","Dramas, International"
s510,Movie,Title 510,India,1978,nan,5 Seasons,"May 28, 2021",Action & Adventure
s511,TV Show,Title 511,us,1964,TV-14,6 Seasons,"August 07, 2008","Kids' TV, Children"
s512,TV Show,Title 512,India,2020,PG-13,79 min,"April 15, 2023",Action & Adventure
s513,Movie,Title 513,India,2004,PG-13,5 Seasons,"January 14, 2016",Comedies
s514,TV Show,Title 514,Japan,1978,TV-PG,121 min,"October 27, 2016",Action & Adventure
s515,TV Show,Title 515,India,1995,TV-MA,3 Seasons,"August 14, 2019","Dramas, International"
s516,Movie,Title 516,United States,1977,TV-14,8 Seasons,"July 28, 2015","Kids' TV, Children"
s517,Movie,Title 517,us,2021,PG,1 Seasons,"November 17, 2011","Dramas, International"
s518,TV Show,Title 518,South Korea,2003,nan,5 Seasons,"August 18, 2016","Dramas, International"
s519,Movie,Title 519,United Kingdom,1958,PG,1 Seasons,"January 18, 2024",Action & Adventure
s520,TV Show,Title 520,us,1989,R,3 Seasons,"May 01, 2023",Comedies
s521,Movie,Title 521,India,1983,nan,107 min,"September 26, 2011","Kids' TV, Children"
s522,TV Show,Title 522,India,2005,TV-PG,7 Seasons,"January 06, 2014","Kids' TV, Children"
s523,Movie,Title 523,India,2023,nan,6 Seasons,"June 10, 2015","Dramas, International"
s524,Movie,Title 524,India,1965,PG,4 Seasons,"December 28, 2008",Action & Adventure
s525,Movie,Title 525,Japan,1966,TV-14,161 min,"July 25, 2010","Dramas, International"
s526,TV Show,Title 526,Japan,1965,TV-PG,61 min,"June 09, 2014","Kids' TV, Children"
s527,Movie,Title 527,United Kingdom,2020,PG,144 min,"May 19, 2017","Dramas, International"
s528,tv show,Title 528,Japan,2006,TV-MA,1 Seasons,"September 03, 2018",Comedies
s529,Movie,Title 529,United Kingdom,1987,nan,99 min,"March 23, 2016",Action & Adventure
s530,Movie,Title 530,United Kingdom,1982,TV-MA,8 Seasons,"September 06, 2021","Kids' TV, Children"
s531,Movie,Title 531,India,1995,PG,77 min,"June 13, 2015",Documentaries
s532,Movie,Title 532,United Kingdom,2014,PG-13,1 Seasons,"June 28, 2023",Documentaries
s533,Movie,Title 533,United Kingdom,1959,TV-14,1 Seasons,"January 21, 2008","Dramas, International"
s534,TV Show,Title 534,us,1971,nan,154 min,"April 18, 2019","Kids' TV, Children"
s535,TV Show,Title 535,,2000,PG,4 Seasons,"March 22, 2024",Action & Adventure
s536,Movie,Title 536,South Korea,1971,nan,63 min,"May 11, 2021","Kids' TV, Children"
s537,Movie,Title 537,India,2022,PG-13,4 Seasons,"October 08, 2015","Dramas, International"
s538,Movie,Title 538,us,2015,PG,4 Seasons,"May 06, 2021",Documentaries
s539,TV Show,Title 539,United States,2012,TV-PG,1 Seasons,"January 24, 2021","Dramas, International"
